time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,status,time/fps,rollout/exploration_rate,time/time_elapsed,train/cql_loss,train/dqn_loss,train/loss,train/n_updates,train/learning_rate
1,-502.305365,27.0,27,-1.0,4,0.9974350000000001,5,,,,,
2,-505.482987,27.0,54,-1.0,4,0.9948700000000001,11,,,,,
3,-502.738664,14.0,68,-1.0,4,0.9935399999999999,14,,,,,
4,-502.644535,23.0,91,-1.0,4,0.9913550000000003,19,,,,,
5,-502.556873,13.0,104,-1.0,4,0.9901199999999997,22,,,,,
6,-507.441447,106.0,210,-1.0,4,0.9800500000000001,43,,,,,
7,-501.861312,12.0,222,-1.0,4,0.97891,46,,,,,
8,-503.56928,31.0,253,-1.0,4,0.9759649999999997,52,,,,,
9,-505.752686,42.0,295,-1.0,4,0.9719749999999999,61,,,,,
10,-502.762922,25.0,320,-1.0,4,0.9696000000000002,66,,,,,
11,-502.525196,46.0,366,-1.0,4,0.96523,75,,,,,
12,-517.058406,200.0,566,-1.0,4,0.94623,116,,,,,
13,-510.765511,178.0,744,-1.0,4,0.92932,151,,,,,
14,-530.188659,358.0,1102,-1.0,4,0.8953099999999997,224,1.586768627166748,3.9420855045318604,5.5288543701171875,101,0.0001
15,-517.13314,157.0,1259,-1.0,4,0.8803950000000001,255,1.570542335510254,3.936934471130371,5.507476806640625,258,0.0001
16,-507.47899,86.0,1345,-1.0,4,0.8722250000000004,273,1.5767724514007568,3.932438373565674,5.509210586547852,344,0.0001
17,497.117217,81.0,1426,1.0,4,0.8645299999999996,289,1.5508594512939453,0.032308127731084824,1.583167552947998,425,0.0001
18,-514.164,192.0,1618,-1.0,4,0.8462900000000002,328,1.55641508102417,19.562368392944336,21.118783950805664,617,0.0001
19,-500.362605,17.0,1635,-1.0,4,0.8446750000000003,331,1.5337191820144653,0.029877610504627228,1.5635968446731567,634,0.0001
20,-503.017065,17.0,1652,-1.0,4,0.8430600000000003,335,1.5252068042755127,3.9404513835906982,5.465658187866211,651,0.0001
21,-510.426075,114.0,1766,-1.0,4,0.8322299999999999,358,1.5359456539154053,0.034945908933877945,1.5708916187286377,765,0.0001
22,-518.129876,144.0,1910,-1.0,4,0.81855,387,1.5588144063949585,11.751823425292969,13.310637474060059,909,0.0001
23,-502.203,12.0,1922,-1.0,4,0.8174099999999999,390,1.5459864139556885,0.03917510062456131,1.585161566734314,921,0.0001
24,-505.194918,51.0,1973,-1.0,4,0.8125649999999998,400,1.5241687297821045,3.9408528804779053,5.46502161026001,972,0.0001
25,-503.624521,41.0,2014,-1.0,4,0.8086699999999996,409,1.5567190647125244,3.9417295455932617,5.498448371887207,1013,0.0001
26,-502.333754,28.0,2042,-1.0,4,0.8060100000000001,414,1.490617036819458,3.950324296951294,5.440941333770752,1041,0.0001
27,-507.512484,65.0,2107,-1.0,4,0.7998349999999997,428,1.5373077392578125,7.849129676818848,9.38643741607666,1106,0.0001
28,-513.700664,118.0,2225,-1.0,4,0.7886250000000001,452,1.5226283073425293,11.753753662109375,13.276382446289062,1224,0.0001
29,-520.959795,254.0,2479,-1.0,4,0.7644950000000003,503,1.4656660556793213,0.05408884584903717,1.5197548866271973,1478,0.0001
30,-506.419684,65.0,2544,-1.0,4,0.7583199999999999,516,1.5161147117614746,7.853076934814453,9.369192123413086,1543,0.0001
31,-520.156674,175.0,2719,-1.0,4,0.7416949999999995,551,1.5175634622573853,0.05307384580373764,1.5706373453140259,1718,0.0001
32,-502.262079,40.0,2759,-1.0,4,0.737895,559,1.510351538658142,7.8582963943481445,9.368647575378418,1758,0.0001
33,496.601874,79.0,2838,1.0,4,0.7303900000000004,575,1.5094809532165527,7.850771903991699,9.360252380371094,1837,0.0001
34,-518.965375,167.0,3005,-1.0,4,0.7145249999999999,609,1.4959641695022583,7.849628925323486,9.345593452453613,2004,0.0001
35,-522.745182,224.0,3229,-1.0,4,0.6932449999999997,654,1.484865427017212,11.767498970031738,13.252364158630371,2228,0.0001
36,-509.647954,73.0,3302,-1.0,4,0.6863099999999995,669,1.5077826976776123,7.868176460266113,9.375959396362305,2301,0.0001
37,-509.15698,97.0,3399,-1.0,4,0.6770950000000004,689,1.4933898448944092,7.866113662719727,9.359503746032715,2398,0.0001
38,-521.608409,272.0,3671,-1.0,4,0.6512549999999999,743,1.4940108060836792,0.056795284152030945,1.5508060455322266,2670,0.0001
39,499.917068,21.0,3692,1.0,4,0.6492600000000005,748,1.462374210357666,0.054061103612184525,1.5164352655410767,2691,0.0001
40,-505.635886,32.0,3724,-1.0,4,0.6462199999999996,754,1.501926302909851,3.9570651054382324,5.458991527557373,2723,0.0001
41,-514.247356,124.0,3848,-1.0,4,0.6344400000000004,779,1.4798312187194824,15.676429748535156,17.156261444091797,2847,0.0001
42,-508.498433,96.0,3944,-1.0,4,0.6253199999999997,799,1.5115227699279785,7.8533196449279785,9.364842414855957,2943,0.0001
43,-533.800731,429.0,4373,-1.0,4,0.5845649999999996,885,1.458324670791626,0.06810147315263748,1.5264261960983276,3372,0.0001
44,-502.165746,20.0,4393,-1.0,4,0.5826649999999998,889,1.4404734373092651,0.0666002482175827,1.5070736408233643,3392,0.0001
45,-502.444554,14.0,4407,-1.0,4,0.5813349999999995,892,1.5005230903625488,7.879670143127441,9.380193710327148,3406,0.0001
46,-500.235327,4.0,4411,-1.0,4,0.5809550000000001,893,1.4825153350830078,3.96913480758667,5.451650142669678,3410,0.0001
47,-504.676317,89.0,4500,-1.0,4,0.5724999999999996,911,1.469346284866333,7.879585266113281,9.348931312561035,3499,0.0001
48,497.069887,65.0,4565,1.0,4,0.5663250000000004,924,1.45269775390625,3.9756083488464355,5.4283061027526855,3564,0.0001
49,-501.791696,14.0,4579,-1.0,4,0.564995,927,1.453683853149414,7.874636173248291,9.328319549560547,3578,0.0001
50,-509.524769,89.0,4668,-1.0,4,0.5565399999999995,945,1.4890938997268677,15.686866760253906,17.175960540771484,3667,0.0001
51,495.107464,155.0,4823,1.0,4,0.5418150000000002,977,1.4349901676177979,11.771841049194336,13.206830978393555,3822,0.0001
52,-517.028197,200.0,5023,-1.0,4,0.522815,1017,1.428274393081665,0.06748013198375702,1.4957544803619385,4022,0.0001
53,-500.457634,6.0,5029,-1.0,4,0.5222450000000005,1018,1.4916553497314453,7.891670227050781,9.383325576782227,4028,0.0001
54,-501.724685,31.0,5060,-1.0,4,0.5193000000000003,1025,1.4463222026824951,11.803384780883789,13.249707221984863,4059,0.0001
55,-503.759449,37.0,5097,-1.0,4,0.5157850000000004,1032,1.4756813049316406,0.06829209625720978,1.543973445892334,4096,0.0001
56,-505.083939,43.0,5140,-1.0,4,0.5117,1041,1.4265347719192505,0.08813321590423584,1.5146679878234863,4139,0.0001
57,-505.235403,31.0,5171,-1.0,4,0.5087549999999997,1048,1.4368150234222412,3.9639244079589844,5.400739669799805,4170,0.0001
58,-500.008567,3.0,5174,-1.0,4,0.50847,1049,1.4436858892440796,7.8962626457214355,9.339948654174805,4173,0.0001
59,-511.436764,145.0,5319,-1.0,4,0.49469500000000044,1078,1.4058047533035278,3.984567642211914,5.390372276306152,4318,0.0001
60,-501.564496,14.0,5333,-1.0,4,0.49336500000000016,1081,1.401193618774414,7.860631465911865,9.261825561523438,4332,0.0001
61,-510.714822,98.0,5431,-1.0,4,0.48405500000000035,1101,1.4763219356536865,0.08246825635433197,1.5587902069091797,4430,0.0001
62,-516.846617,175.0,5606,-1.0,4,0.46743,1136,1.4030998945236206,0.08365873992443085,1.4867585897445679,4605,0.0001
63,-500.805288,13.0,5619,-1.0,4,0.46619500000000036,1139,1.4315264225006104,7.893759727478027,9.325285911560059,4618,0.0001
64,-514.804933,203.0,5822,-1.0,4,0.4469099999999996,1180,1.4108693599700928,3.984755277633667,5.39562463760376,4821,0.0001
65,-499.371215,7.0,5829,-1.0,4,0.44624500000000056,1181,1.4426629543304443,3.975491762161255,5.418154716491699,4828,0.0001
66,-511.248672,141.0,5970,-1.0,4,0.4328500000000003,1210,1.3787378072738647,3.989513635635376,5.368251323699951,4969,0.0001
67,-36.002387,500.0,6470,0.0,4,0.3853500000000003,1310,1.42122483253479,19.57452964782715,20.99575424194336,5469,0.0001
68,-501.228012,26.0,6496,-1.0,4,0.3828799999999999,1315,1.3422789573669434,0.0903986319899559,1.4326776266098022,5495,0.0001
69,498.74768,33.0,6529,1.0,4,0.37974500000000044,1322,1.4396451711654663,0.11674308776855469,1.556388258934021,5528,0.0001
70,-500.321598,16.0,6545,-1.0,4,0.37822500000000003,1326,1.4292166233062744,0.09574442356824875,1.524960994720459,5544,0.0001
71,-515.585701,197.0,6742,-1.0,4,0.35950999999999966,1365,1.3991265296936035,7.907754421234131,9.306880950927734,5741,0.0001
72,496.457483,148.0,6890,1.0,4,0.3454500000000005,1395,1.472684621810913,7.91956901550293,9.392253875732422,5889,0.0001
73,-517.584135,214.0,7104,-1.0,4,0.3251200000000001,1438,1.3303242921829224,3.9856555461883545,5.315979957580566,6103,0.0001
74,-520.516676,230.0,7334,-1.0,4,0.3032700000000005,1485,1.3957839012145996,4.049582481384277,5.445366382598877,6333,0.0001
75,-518.551073,264.0,7598,-1.0,4,0.2781899999999997,1538,1.2961550951004028,0.09351922571659088,1.3896743059158325,6597,0.0001
76,-529.028954,399.0,7997,-1.0,4,0.2402850000000002,1618,1.3606762886047363,7.939572334289551,9.300249099731445,6996,0.0001
77,-508.828159,153.0,8150,-1.0,4,0.22575,1649,1.3381881713867188,7.930690288543701,9.268878936767578,7149,0.0001
78,-501.789274,38.0,8188,-1.0,4,0.22214000000000056,1656,1.3148891925811768,0.11385945975780487,1.428748607635498,7187,0.0001
79,-502.691488,32.0,8220,-1.0,4,0.21909999999999952,1663,1.3352043628692627,4.018950462341309,5.354154586791992,7219,0.0001
80,-515.503053,132.0,8352,-1.0,4,0.20655999999999963,1690,1.3410100936889648,7.948309898376465,9.28931999206543,7351,0.0001
81,-523.157184,337.0,8689,-1.0,4,0.17454499999999984,1757,1.296535611152649,4.033413887023926,5.329949378967285,7688,0.0001
82,-501.058928,19.0,8708,-1.0,4,0.17273999999999967,1761,1.29373300075531,7.939750671386719,9.23348331451416,7707,0.0001
83,-509.702969,91.0,8799,-1.0,4,0.16409499999999988,1780,1.304411768913269,0.10006065666675568,1.4044724702835083,7798,0.0001
84,-511.900748,212.0,9011,-1.0,4,0.14395499999999994,1823,1.342158555984497,11.826242446899414,13.168400764465332,8010,0.0001
85,-502.41717,26.0,9037,-1.0,4,0.14148499999999953,1828,1.289017915725708,11.845361709594727,13.134379386901855,8036,0.0001
86,484.528255,296.0,9333,1.0,4,0.11336499999999983,1887,1.311472773551941,0.10526907444000244,1.4167418479919434,8332,0.0001
87,-500.861561,23.0,9356,-1.0,4,0.11118000000000028,1892,1.2782785892486572,7.967346668243408,9.245625495910645,8355,0.0001
88,-502.140375,21.0,9377,-1.0,4,0.10918499999999998,1897,1.258023977279663,11.874395370483398,13.13241958618164,8376,0.0001
89,-24.706278,500.0,9877,0.0,4,0.06168499999999988,1997,1.285895824432373,11.85838508605957,13.144281387329102,8876,0.0001
90,-503.187314,27.0,9904,-1.0,4,0.05911999999999995,2003,1.2450248003005981,11.832086563110352,13.07711124420166,8903,0.0001
91,-507.29339,157.0,10061,-1.0,4,0.05,2034,1.2679157257080078,0.1464812457561493,1.4143970012664795,9060,0.0001
92,-503.55371,28.0,10089,-1.0,4,0.05,2040,1.2548730373382568,4.032626152038574,5.28749942779541,9088,0.0001
93,-514.636054,293.0,10382,-1.0,4,0.05,2099,1.3001255989074707,7.957554817199707,9.257680892944336,9381,0.0001
94,-507.425187,63.0,10445,-1.0,4,0.05,2112,1.1809265613555908,7.977520942687988,9.158447265625,9444,0.0001
95,-27.47659,500.0,10945,0.0,4,0.05,2212,1.2170735597610474,4.060100078582764,5.2771735191345215,9944,0.0001
96,-504.850652,106.0,11051,-1.0,4,0.05,2234,1.2738819122314453,0.1619366705417633,1.4358185529708862,10050,0.0001
97,-500.658117,6.0,11057,-1.0,4,0.05,2235,1.1137019395828247,0.16346189379692078,1.2771638631820679,10056,0.0001
98,-500.5989,29.0,11086,-1.0,4,0.05,2241,1.1505264043807983,4.049405574798584,5.199932098388672,10085,0.0001
99,-502.387713,26.0,11112,-1.0,4,0.05,2247,1.201131820678711,0.15733152627944946,1.3584632873535156,10111,0.0001
100,-501.837513,17.0,11129,-1.0,4,0.05,2250,1.1847033500671387,4.046016693115234,5.230720043182373,10128,0.0001
101,-533.500339,468.0,11597,-1.0,4,0.05,2344,1.1322945356369019,4.07061243057251,5.202907085418701,10596,0.0001
102,490.894887,208.0,11805,1.0,4,0.05,2386,1.1529432535171509,4.024238109588623,5.177181243896484,10804,0.0001
103,-37.344634,500.0,12305,0.0,4,0.05,2486,1.0723425149917603,4.0636773109436035,5.136019706726074,11304,0.0001
104,476.604095,478.0,12783,1.0,4,0.05,2582,1.0857796669006348,4.108582496643066,5.194362163543701,11782,0.0001
105,-525.194789,446.0,13229,-1.0,4,0.05,2672,0.9474180936813354,0.19092029333114624,1.138338327407837,12228,0.0001
106,-505.813086,45.0,13274,-1.0,4,0.05,2681,0.9904906153678894,4.180727958679199,5.171218395233154,12273,0.0001
107,-504.71,67.0,13341,-1.0,4,0.05,2695,1.0224106311798096,0.24586278200149536,1.2682733535766602,12340,0.0001
108,-500.232698,18.0,13359,-1.0,4,0.05,2698,0.9792708158493042,4.0947957038879395,5.074066638946533,12358,0.0001
109,-516.49663,157.0,13516,-1.0,4,0.05,2730,0.9424184560775757,4.092063903808594,5.034482479095459,12515,0.0001
110,-499.958899,4.0,13520,-1.0,4,0.05,2731,1.0674779415130615,0.23569828271865845,1.3031761646270752,12519,0.0001
111,-518.901486,311.0,13831,-1.0,4,0.05,2794,0.9065998792648315,0.21304915845394135,1.119649052619934,12830,0.0001
112,-505.83945,168.0,13999,-1.0,4,0.05,2827,0.8264108300209045,0.1523987352848053,0.9788095951080322,12998,0.0001
113,-29.069112,500.0,14499,0.0,4,0.05,2928,0.895840585231781,4.1323347091674805,5.028175354003906,13498,0.0001
114,487.371966,227.0,14726,1.0,4,0.05,2973,0.8233680129051208,4.0759358406066895,4.899303913116455,13725,0.0001
115,499.2219,32.0,14758,1.0,4,0.05,2980,0.8594275712966919,8.052457809448242,8.911885261535645,13757,0.0001
116,-510.22377,126.0,14884,-1.0,4,0.05,3005,0.7561471462249756,4.039151668548584,4.7952985763549805,13883,0.0001
117,490.605977,238.0,15122,1.0,4,0.05,3053,0.8232862949371338,4.195479393005371,5.018765449523926,14121,0.0001
118,-512.478134,195.0,15317,-1.0,4,0.05,3093,0.7533773183822632,0.22677813470363617,0.9801554679870605,14316,0.0001
119,-499.568872,16.0,15333,-1.0,4,0.05,3096,0.7497178316116333,4.101890563964844,4.8516082763671875,14332,0.0001
120,-530.059985,478.0,15811,-1.0,4,0.05,3192,0.8704859018325806,8.038894653320312,8.909380912780762,14810,0.0001
121,-512.132067,150.0,15961,-1.0,4,0.05,3222,0.7125071287155151,0.22037450969219208,0.9328816533088684,14960,0.0001
122,-505.526683,49.0,16010,-1.0,4,0.05,3232,0.5843381881713867,4.0652689933776855,4.649607181549072,15009,0.0001
123,-499.986039,4.0,16014,-1.0,4,0.05,3233,0.6781495809555054,0.25133365392684937,0.9294832348823547,15013,0.0001
124,-500.999317,25.0,16039,-1.0,4,0.05,3239,0.6585415005683899,0.1823132336139679,0.8408547639846802,15038,0.0001
125,-515.343004,192.0,16231,-1.0,4,0.05,3277,0.8331516981124878,8.121597290039062,8.95474910736084,15230,0.0001
126,-500.567151,11.0,16242,-1.0,4,0.05,3280,0.7746726274490356,4.178817272186279,4.953489780426025,15241,0.0001
127,-506.796341,57.0,16299,-1.0,4,0.05,3291,0.6979994773864746,0.1834653615951538,0.8814648389816284,15298,0.0001
128,-502.262122,27.0,16326,-1.0,4,0.05,3297,0.6342645883560181,4.139062881469727,4.773327350616455,15325,0.0001
129,-520.215392,326.0,16652,-1.0,4,0.05,3362,0.6603713035583496,0.23166833817958832,0.8920396566390991,15651,0.0001
130,-523.84638,386.0,17038,-1.0,4,0.05,3440,0.5854997634887695,8.043296813964844,8.628796577453613,16037,0.0001
131,500.394042,23.0,17061,1.0,4,0.05,3445,0.6234530806541443,0.2343742847442627,0.857827365398407,16060,0.0001
132,-502.167013,20.0,17081,-1.0,4,0.05,3449,0.6557940244674683,0.2750074863433838,0.930801510810852,16080,0.0001
133,-500.081092,3.0,17084,-1.0,4,0.05,3450,0.6316744089126587,0.24101042747497559,0.8726848363876343,16083,0.0001
134,-502.959085,26.0,17110,-1.0,4,0.05,3455,0.6560646891593933,4.189098358154297,4.845162868499756,16109,0.0001
135,-504.831393,70.0,17180,-1.0,4,0.05,3469,0.5684796571731567,4.007372856140137,4.575852394104004,16179,0.0001
136,-512.226858,188.0,17368,-1.0,4,0.05,3507,0.6028090715408325,0.26061874628067017,0.8634278178215027,16367,0.0001
137,-514.076007,126.0,17494,-1.0,4,0.05,3533,0.5626844167709351,4.174431800842285,4.73711633682251,16493,0.0001
138,-505.805064,170.0,17664,-1.0,4,0.05,3567,0.5248756408691406,0.15651170909404755,0.6813873648643494,16663,0.0001
139,-513.357331,263.0,17927,-1.0,4,0.05,3620,0.538594126701355,4.070388317108154,4.608982563018799,16926,0.0001
140,-31.863762,500.0,18427,0.0,4,0.05,3720,0.4960857331752777,4.119167327880859,4.61525297164917,17426,0.0001
141,-501.394437,30.0,18457,-1.0,4,0.05,3726,0.48787009716033936,4.134731292724609,4.622601509094238,17456,0.0001
142,-508.876414,88.0,18545,-1.0,4,0.05,3744,0.48253104090690613,0.19539141654968262,0.6779224872589111,17544,0.0001
143,-501.112889,16.0,18561,-1.0,4,0.05,3748,0.564483642578125,4.134648323059082,4.699131965637207,17560,0.0001
144,-502.528787,19.0,18580,-1.0,4,0.05,3752,0.6186294555664062,4.239448070526123,4.858077526092529,17579,0.0001
145,-509.797463,102.0,18682,-1.0,4,0.05,3772,0.48861613869667053,11.899457931518555,12.388073921203613,17681,0.0001
146,-501.728065,21.0,18703,-1.0,4,0.05,3777,0.43724530935287476,0.2092694640159607,0.6465147733688354,17702,0.0001
147,-514.484856,143.0,18846,-1.0,4,0.05,3806,0.6459378600120544,0.3075849711894989,0.953522801399231,17845,0.0001
148,-505.41541,145.0,18991,-1.0,4,0.05,3835,0.5171319246292114,0.2024361789226532,0.719568133354187,17990,0.0001
149,-499.922268,8.0,18999,-1.0,4,0.05,3837,0.5835744738578796,4.098883152008057,4.682457447052002,17998,0.0001
150,-499.831476,25.0,19024,-1.0,4,0.05,3842,0.5518752336502075,4.1656904220581055,4.717565536499023,18023,0.0001
151,496.473911,160.0,19184,1.0,4,0.05,3874,0.46299639344215393,0.21236386895179749,0.6753602623939514,18183,0.0001
152,-513.541269,155.0,19339,-1.0,4,0.05,3905,0.5080946087837219,0.2434929758310318,0.7515875697135925,18338,0.0001
153,-503.172514,92.0,19431,-1.0,4,0.05,3924,0.4239094853401184,0.19800123572349548,0.6219106912612915,18430,0.0001
154,-515.374261,205.0,19636,-1.0,4,0.05,3965,0.4909125864505768,0.23900306224822998,0.7299156188964844,18635,0.0001
155,-500.805278,4.0,19640,-1.0,4,0.05,3966,0.40370476245880127,4.0378947257995605,4.441599369049072,18639,0.0001
156,499.364772,64.0,19704,1.0,4,0.05,3979,0.43289583921432495,4.128072261810303,4.560967922210693,18703,0.0001
157,-32.422893,500.0,20204,0.0,4,0.05,4080,0.40537911653518677,4.096894264221191,4.5022735595703125,19203,0.0001
158,-500.154005,4.0,20208,-1.0,4,0.05,4081,0.34910786151885986,0.13572828471660614,0.4848361611366272,19207,0.0001
159,-513.432927,206.0,20414,-1.0,4,0.05,4122,0.5308341979980469,4.112351894378662,4.643186092376709,19413,0.0001
160,-502.124552,26.0,20440,-1.0,4,0.05,4128,0.3967903256416321,0.16211922466754913,0.55890953540802,19439,0.0001
161,-500.907068,7.0,20447,-1.0,4,0.05,4129,0.4816754162311554,4.177867412567139,4.659543037414551,19446,0.0001
162,-509.153881,237.0,20684,-1.0,4,0.05,4177,0.439741313457489,0.26641207933425903,0.706153392791748,19683,0.0001
163,-522.320082,373.0,21057,-1.0,4,0.05,4252,0.4265250563621521,4.05983304977417,4.486358165740967,20056,0.0001
164,-504.439352,69.0,21126,-1.0,4,0.05,4266,0.4541071653366089,7.969686985015869,8.42379379272461,20125,0.0001
165,491.771947,198.0,21324,1.0,4,0.05,4306,0.3300602436065674,3.9957921504974365,4.325852394104004,20323,0.0001
166,495.70023,162.0,21486,1.0,4,0.05,4338,0.5117313861846924,0.2633679509162903,0.7750993371009827,20485,0.0001
167,-500.534258,7.0,21493,-1.0,4,0.05,4340,0.4778200685977936,4.058181285858154,4.536001205444336,20492,0.0001
168,-504.866393,99.0,21592,-1.0,4,0.05,4360,0.41774463653564453,7.924469947814941,8.342214584350586,20591,0.0001
169,-500.32797,71.0,21663,-1.0,4,0.05,4374,0.36864200234413147,0.20302684605121613,0.5716688632965088,20662,0.0001
170,-518.249783,211.0,21874,-1.0,4,0.05,4417,0.4263247847557068,0.22469641268253326,0.6510211825370789,20873,0.0001
171,-499.818191,6.0,21880,-1.0,4,0.05,4418,0.3837946057319641,7.822847843170166,8.206642150878906,20879,0.0001
172,-504.141654,153.0,22033,-1.0,4,0.05,4449,0.48720404505729675,4.140232563018799,4.627436637878418,21032,0.0001
173,-510.863672,189.0,22222,-1.0,4,0.05,4487,0.36123383045196533,4.042275428771973,4.403509140014648,21221,0.0001
174,-516.180294,211.0,22433,-1.0,4,0.05,4530,0.3498150706291199,0.1611245572566986,0.5109395980834961,21432,0.0001
175,-514.05506,207.0,22640,-1.0,4,0.05,4571,0.46378350257873535,8.004036903381348,8.467820167541504,21639,0.0001
176,-506.886661,186.0,22826,-1.0,4,0.05,4609,0.3817307949066162,11.747807502746582,12.129538536071777,21825,0.0001
177,495.61441,204.0,23030,1.0,4,0.05,4650,0.4410911798477173,7.938315391540527,8.379406929016113,22029,0.0001
178,-509.550505,246.0,23276,-1.0,4,0.05,4699,0.4351309835910797,4.058498859405518,4.4936299324035645,22275,0.0001
179,-513.090843,183.0,23459,-1.0,4,0.05,4736,0.33446675539016724,0.1456780731678009,0.48014482855796814,22458,0.0001
180,-509.869001,185.0,23644,-1.0,4,0.05,4773,0.3491474390029907,0.1819848120212555,0.5311322212219238,22643,0.0001
181,-500.090907,5.0,23649,-1.0,4,0.05,4775,0.40298300981521606,0.23712195456027985,0.6401049494743347,22648,0.0001
182,499.659339,108.0,23757,1.0,4,0.05,4796,0.3703623414039612,0.25193870067596436,0.6223010420799255,22756,0.0001
183,-529.43899,493.0,24250,-1.0,4,0.05,4895,0.5437376499176025,4.164220809936523,4.707958221435547,23249,0.0001
184,-532.414224,474.0,24724,-1.0,4,0.05,4991,0.4327518939971924,4.164040565490723,4.596792221069336,23723,0.0001
185,-28.018833,500.0,25224,0.0,4,0.05,5091,0.31916677951812744,0.18373212218284607,0.5028989315032959,24223,0.0001
186,-508.848925,221.0,25445,-1.0,4,0.05,5135,0.5211819410324097,7.982291221618652,8.503473281860352,24444,0.0001
187,497.798701,54.0,25499,1.0,4,0.05,5146,0.35237783193588257,0.18955206871032715,0.5419299006462097,24498,0.0001
188,-511.433378,152.0,25651,-1.0,4,0.05,5177,0.41051074862480164,0.1812048852443695,0.5917156338691711,24650,0.0001
189,-27.491084,500.0,26151,0.0,4,0.05,5277,0.33307749032974243,0.1930350959300995,0.5261125564575195,25150,0.0001
